"origin","destiny","sex","age","accepted_total","rejected_total","total","predict2015"
"Rep. Dem. Congo","Portugal","Hombres","35 a 64",5,0,5,0.508
"Senegal","Portugal","Hombres","35 a 64",0,10,10,0.4435
"Somalia","Portugal","Hombres","35 a 64",5,0,5,0.8969
"Sri Lanka","Portugal","Hombres","35 a 64",5,0,5,0.6541
"Ucrania","Portugal","Hombres","35 a 64",5,0,5,0.2475
"Afganistán","Reino Unido","Hombres","35 a 64",155,690,845,0.5089
"Albania","Reino Unido","Hombres","35 a 64",5,110,115,0.083
"Algeria","Reino Unido","Hombres","35 a 64",30,250,280,0.0473
"Angola","Reino Unido","Hombres","35 a 64",5,45,50,0.1545
"Apátrida","Reino Unido","Hombres","35 a 64",395,160,555,0.7062
"Arabia Saudi","Reino Unido","Hombres","35 a 64",0,20,20,0.301
"Argentina","Reino Unido","Hombres","35 a 64",0,5,5,0
"Armenia","Reino Unido","Hombres","35 a 64",0,15,15,0.0732
"Azerbaijan","Reino Unido","Hombres","35 a 64",5,20,25,0.1728
"Bahréin","Reino Unido","Hombres","35 a 64",15,5,20,0.7235
"Bangladesh","Reino Unido","Hombres","35 a 64",15,835,850,0.0879
"Bhutan","Reino Unido","Hombres","35 a 64",20,10,30,0.5694
"Bielorrusia","Reino Unido","Hombres","35 a 64",10,5,15,0.1611
"Bolivia","Reino Unido","Hombres","35 a 64",0,15,15,0.071
"Brazil","Reino Unido","Hombres","35 a 64",0,30,30,0.0422
"Camerún","Reino Unido","Hombres","35 a 64",40,105,145,0.2233
"Canadá","Reino Unido","Hombres","35 a 64",0,5,5,0
"Chile","Reino Unido","Hombres","35 a 64",0,5,5,0
"China (incluye Hong Kong)","Reino Unido","Hombres","35 a 64",65,790,855,0.2367
"Colombia","Reino Unido","Hombres","35 a 64",5,40,45,0.1416
"Congo","Reino Unido","Hombres","35 a 64",0,25,25,0.2166
"Corea del Norte","Reino Unido","Hombres","35 a 64",65,70,135,0.3996
"Costa de Marfil","Reino Unido","Hombres","35 a 64",25,90,115,0.236
"Cuba","Reino Unido","Hombres","35 a 64",0,10,10,0.6159
"Ecuador","Reino Unido","Hombres","35 a 64",0,15,15,0.082
"Egipto","Reino Unido","Hombres","35 a 64",40,140,180,0.2231
"El Salvador","Reino Unido","Hombres","35 a 64",0,5,5,0.123
"Emiratos Árabes Unidos","Reino Unido","Hombres","35 a 64",5,0,5,1
"Eritrea","Reino Unido","Hombres","35 a 64",380,130,510,0.7925
"Estados Unidos","Reino Unido","Hombres","35 a 64",0,30,30,0.0576
"Etiopía","Reino Unido","Hombres","35 a 64",30,60,90,0.3619
"Filipinas","Reino Unido","Hombres","35 a 64",0,15,15,0
"Gambia","Reino Unido","Hombres","35 a 64",75,200,275,0.1525
"Georgia","Reino Unido","Hombres","35 a 64",0,50,50,0.0326
"Ghana","Reino Unido","Hombres","35 a 64",10,255,265,0.1536
"Guatemala","Reino Unido","Hombres","35 a 64",0,5,5,0.0818
"Guinea","Reino Unido","Hombres","35 a 64",10,35,45,0.2975
"Guyana","Reino Unido","Hombres","35 a 64",0,15,15,0.0274
"Hungría","Reino Unido","Hombres","35 a 64",0,5,5,0
"India","Reino Unido","Hombres","35 a 64",15,850,865,0.0222
"Irán","Reino Unido","Hombres","35 a 64",945,1230,2175,0.5342
"Iraq","Reino Unido","Hombres","35 a 64",135,370,505,0.6222
"Israel","Reino Unido","Hombres","35 a 64",0,5,5,0.0239
"Jamaica","Reino Unido","Hombres","35 a 64",30,330,360,0.2723
"Jordán","Reino Unido","Hombres","35 a 64",0,30,30,0.1668
"Kenya","Reino Unido","Hombres","35 a 64",5,90,95,0.1191
"Kosovo","Reino Unido","Hombres","35 a 64",0,10,10,0.0542
"Kuwait","Reino Unido","Hombres","35 a 64",55,60,115,0.5977
"Kyrgyzstan","Reino Unido","Hombres","35 a 64",0,10,10,0.1019
"Letonia","Reino Unido","Hombres","35 a 64",0,5,5,0
"Líbano","Reino Unido","Hombres","35 a 64",0,60,60,0.087
"Liberia","Reino Unido","Hombres","35 a 64",0,15,15,0.1462
"Libia","Reino Unido","Hombres","35 a 64",110,250,360,0.2871
"Lituania","Reino Unido","Hombres","35 a 64",0,10,10,0
"Malasia","Reino Unido","Hombres","35 a 64",15,55,70,0.2115
"Malawi","Reino Unido","Hombres","35 a 64",20,90,110,0.1594
"Mali","Reino Unido","Hombres","35 a 64",0,10,10,0.3081
"Marruecos","Reino Unido","Hombres","35 a 64",0,15,15,0.0651
"Mauricio","Reino Unido","Hombres","35 a 64",0,40,40,0.0446
"México","Reino Unido","Hombres","35 a 64",0,10,10,0
"Moldavia","Reino Unido","Hombres","35 a 64",0,5,5,0.0291
"Mongolia","Reino Unido","Hombres","35 a 64",5,30,35,0.0325
"Myanmar/Burma","Reino Unido","Hombres","35 a 64",50,50,100,0.6202
"Nepal","Reino Unido","Hombres","35 a 64",0,35,35,0.1219
"Nigeria","Reino Unido","Hombres","35 a 64",60,1135,1195,0.1046
"Pakistán","Reino Unido","Hombres","35 a 64",395,2850,3245,0.1637
"Palestina","Reino Unido","Hombres","35 a 64",30,85,115,0.6624
"Polonia","Reino Unido","Hombres","35 a 64",0,75,75,0
"Rep. Dem. Congo","Reino Unido","Hombres","35 a 64",45,185,230,0.2092
"Ruanda","Reino Unido","Hombres","35 a 64",10,10,20,0.4149
"Rumanía","Reino Unido","Hombres","35 a 64",0,15,15,0.0117
"Rusia","Reino Unido","Hombres","35 a 64",30,85,115,0.1799
"San Vicente y las Granadinas","Reino Unido","Hombres","35 a 64",0,5,5,0.5017
"Senegal","Reino Unido","Hombres","35 a 64",0,30,30,0.1696
"Serbia","Reino Unido","Hombres","35 a 64",0,25,25,0.0243
"Sierra Leona","Reino Unido","Hombres","35 a 64",10,55,65,0.2668
"Siria","Reino Unido","Hombres","35 a 64",650,185,835,0.8795
"Somalia","Reino Unido","Hombres","35 a 64",275,295,570,0.6904
"Sri Lanka","Reino Unido","Hombres","35 a 64",295,1560,1855,0.3264
"Suazilandia","Reino Unido","Hombres","35 a 64",5,0,5,0.4452
"Sudáfrica","Reino Unido","Hombres","35 a 64",5,80,85,0.1035
"Sudán","Reino Unido","Hombres","35 a 64",440,215,655,0.5047
"Tanzania","Reino Unido","Hombres","35 a 64",0,35,35,0.0956
"Togo","Reino Unido","Hombres","35 a 64",0,20,20,0.186
"Trinidad y Tobago","Reino Unido","Hombres","35 a 64",0,5,5,0.1456
"Túnez","Reino Unido","Hombres","35 a 64",0,25,25,0.0307
"Turquía","Reino Unido","Hombres","35 a 64",35,170,205,0.1654
"Ucrania","Reino Unido","Hombres","35 a 64",0,85,85,0.0777
"Uganda","Reino Unido","Hombres","35 a 64",70,170,240,0.4381
"Uzbekistán","Reino Unido","Hombres","35 a 64",5,10,15,0.1657
"Vietnam","Reino Unido","Hombres","35 a 64",0,155,155,0.0647
"Yemen","Reino Unido","Hombres","35 a 64",25,60,85,0.4122
"Zambia","Reino Unido","Hombres","35 a 64",5,20,25,0.1956
"Zimbabwe","Reino Unido","Hombres","35 a 64",740,1460,2200,0.4094
"Afganistán","República Checa","Hombres","35 a 64",0,5,5,0.7179
"Algeria","República Checa","Hombres","35 a 64",0,20,20,0.1087
"Apátrida","República Checa","Hombres","35 a 64",10,15,25,0.8551
"Armenia","República Checa","Hombres","35 a 64",5,20,25,0.1625
"Bielorrusia","República Checa","Hombres","35 a 64",50,35,85,0.3205
"China (incluye Hong Kong)","República Checa","Hombres","35 a 64",0,10,10,0.4324
"Cuba","República Checa","Hombres","35 a 64",20,10,30,0.7975
"Eslovaquia","República Checa","Hombres","35 a 64",0,20,20,0
"Georgia","República Checa","Hombres","35 a 64",0,45,45,0.0764
"India","República Checa","Hombres","35 a 64",0,5,5,0.0528
"Irán","República Checa","Hombres","35 a 64",0,5,5,0.738
"Iraq","República Checa","Hombres","35 a 64",10,0,10,0.8018
"Kazakhstan","República Checa","Hombres","35 a 64",5,15,20,0.1971
"Kosovo","República Checa","Hombres","35 a 64",0,20,20,0.1234
"Kyrgyzstan","República Checa","Hombres","35 a 64",0,15,15,0.218
"Macedonia","República Checa","Hombres","35 a 64",0,5,5,0.0116
"Moldavia","República Checa","Hombres","35 a 64",0,15,15,0.0686
"Mongolia","República Checa","Hombres","35 a 64",0,70,70,0.0763
"Myanmar/Burma","República Checa","Hombres","35 a 64",20,0,20,0.8004
"Níger","República Checa","Hombres","35 a 64",0,5,5,0.3965
"Nigeria","República Checa","Hombres","35 a 64",0,40,40,0.223
"Pakistán","República Checa","Hombres","35 a 64",0,5,5,0.3247
"Polonia","República Checa","Hombres","35 a 64",0,5,5,0
"Rep. Dem. Congo","República Checa","Hombres","35 a 64",0,5,5,0.3939
"Rusia","República Checa","Hombres","35 a 64",5,50,55,0.3501
"Serbia","República Checa","Hombres","35 a 64",0,15,15,0.0577
"Siria","República Checa","Hombres","35 a 64",25,10,35,0.9472
"Túnez","República Checa","Hombres","35 a 64",0,5,5,0.0722
"Turquía","República Checa","Hombres","35 a 64",0,25,25,0.3274
"Ucrania","República Checa","Hombres","35 a 64",40,325,365,0.1715
"Uzbekistán","República Checa","Hombres","35 a 64",5,5,10,0.3279
"Vietnam","República Checa","Hombres","35 a 64",5,100,105,0.1453
"Afganistán","Rumanía","Hombres","35 a 64",10,30,40,0.4019
"Algeria","Rumanía","Hombres","35 a 64",0,75,75,0.0312
"Armenia","Rumanía","Hombres","35 a 64",0,10,10,0.0487
"Bangladesh","Rumanía","Hombres","35 a 64",0,45,45,0.0588
"China (incluye Hong Kong)","Rumanía","Hombres","35 a 64",0,50,50,0.1675
"Egipto","Rumanía","Hombres","35 a 64",0,10,10,0.157
"Georgia","Rumanía","Hombres","35 a 64",0,25,25,0.0214
"India","Rumanía","Hombres","35 a 64",0,15,15,0.0145
"Irán","Rumanía","Hombres","35 a 64",0,10,10,0.4265
"Iraq","Rumanía","Hombres","35 a 64",85,10,95,0.5165
"Jordán","Rumanía","Hombres","35 a 64",0,5,5,0.1149
"Líbano","Rumanía","Hombres","35 a 64",0,5,5,0.0582
"Libia","Rumanía","Hombres","35 a 64",0,10,10,0.2071
"Marruecos","Rumanía","Hombres","35 a 64",0,40,40,0.0432
"Moldavia","Rumanía","Hombres","35 a 64",0,15,15,0.0191
"Pakistán","Rumanía","Hombres","35 a 64",0,65,65,0.1126
"Palestina","Rumanía","Hombres","35 a 64",0,20,20,0.56
"Rep. Dem. Congo","Rumanía","Hombres","35 a 64",5,5,10,0.1464
"Rusia","Rumanía","Hombres","35 a 64",0,5,5,0.1245
"Serbia","Rumanía","Hombres","35 a 64",0,5,5,0.0159
"Siria","Rumanía","Hombres","35 a 64",220,50,270,0.8256
"Sri Lanka","Rumanía","Hombres","35 a 64",0,5,5,0.2391
"Túnez","Rumanía","Hombres","35 a 64",0,25,25,0.0201
"Turquía","Rumanía","Hombres","35 a 64",0,55,55,0.1139
"Ucrania","Rumanía","Hombres","35 a 64",0,5,5,0.0518
"Afganistán","Suecia","Hombres","35 a 64",350,490,840,0.4908
"Albania","Suecia","Hombres","35 a 64",15,425,440,0.0777
"Algeria","Suecia","Hombres","35 a 64",0,180,180,0.0442
"Angola","Suecia","Hombres","35 a 64",0,10,10,0.1453
"Apátrida","Suecia","Hombres","35 a 64",1760,750,2510,0.691
"Armenia","Suecia","Hombres","35 a 64",20,195,215,0.0685
"Azerbaijan","Suecia","Hombres","35 a 64",40,255,295,0.1627
"Bangladesh","Suecia","Hombres","35 a 64",5,155,160,0.0823
"Bhutan","Suecia","Hombres","35 a 64",0,5,5,0.5516
"Bielorrusia","Suecia","Hombres","35 a 64",5,260,265,0.1516
"Bolivia","Suecia","Hombres","35 a 64",0,45,45,0.0664
"Bosnia y Herzegovina","Suecia","Hombres","35 a 64",0,340,340,0.0275
"Bulgaria","Suecia","Hombres","35 a 64",0,15,15,0
"Burundi","Suecia","Hombres","35 a 64",10,55,65,0.3272
"Camerún","Suecia","Hombres","35 a 64",15,40,55,0.211
"Chile","Suecia","Hombres","35 a 64",0,25,25,0
"China (incluye Hong Kong)","Suecia","Hombres","35 a 64",5,55,60,0.2239
"Colombia","Suecia","Hombres","35 a 64",0,15,15,0.133
"Congo","Suecia","Hombres","35 a 64",0,10,10,0.2046
"Costa de Marfil","Suecia","Hombres","35 a 64",5,25,30,0.2232
"Croacia","Suecia","Hombres","35 a 64",0,15,15,0.0226
"Cuba","Suecia","Hombres","35 a 64",0,45,45,0.5987
"Desconocido","Suecia","Hombres","35 a 64",15,430,445,0.3066
"Djibouti","Suecia","Hombres","35 a 64",0,5,5,0.3449
"Ecuador","Suecia","Hombres","35 a 64",0,10,10,0.0767
"Egipto","Suecia","Hombres","35 a 64",25,185,210,0.2108
"El Salvador","Suecia","Hombres","35 a 64",5,50,55,0.1155
"Eritrea","Suecia","Hombres","35 a 64",1150,370,1520,0.7803
"Estados Unidos","Suecia","Hombres","35 a 64",0,20,20,0.0538
"Etiopía","Suecia","Hombres","35 a 64",50,165,215,0.3454
"Gambia","Suecia","Hombres","35 a 64",0,50,50,0.1434
"Georgia","Suecia","Hombres","35 a 64",5,475,480,0.0304
"Ghana","Suecia","Hombres","35 a 64",5,40,45,0.1445
"Guinea","Suecia","Hombres","35 a 64",0,20,20,0.2826
"Honduras","Suecia","Hombres","35 a 64",0,5,5,0.1071
"India","Suecia","Hombres","35 a 64",0,65,65,0.0207
"Indonesia","Suecia","Hombres","35 a 64",0,15,15,0
"Irán","Suecia","Hombres","35 a 64",365,850,1215,0.5161
"Iraq","Suecia","Hombres","35 a 64",1415,3045,4460,0.6051
"Israel","Suecia","Hombres","35 a 64",0,15,15,0.0222
"Jordán","Suecia","Hombres","35 a 64",10,125,135,0.157
"Kazakhstan","Suecia","Hombres","35 a 64",10,170,180,0.0851
"Kenya","Suecia","Hombres","35 a 64",0,35,35,0.1117
"Kosovo","Suecia","Hombres","35 a 64",40,635,675,0.0506
"Kuwait","Suecia","Hombres","35 a 64",0,15,15,0.5802
"Kyrgyzstan","Suecia","Hombres","35 a 64",0,180,180,0.0955
"Letonia","Suecia","Hombres","35 a 64",0,5,5,0
"Líbano","Suecia","Hombres","35 a 64",20,295,315,0.0814
"Liberia","Suecia","Hombres","35 a 64",0,5,5,0.1374
"Libia","Suecia","Hombres","35 a 64",25,230,255,0.2726
"Lituania","Suecia","Hombres","35 a 64",0,10,10,0
"Macedonia","Suecia","Hombres","35 a 64",0,295,295,0.0044
"Mali","Suecia","Hombres","35 a 64",0,5,5,0.2929
"Marruecos","Suecia","Hombres","35 a 64",0,65,65,0.0608
"México","Suecia","Hombres","35 a 64",0,10,10,0
"Moldavia","Suecia","Hombres","35 a 64",0,5,5,0.0271
"Mongolia","Suecia","Hombres","35 a 64",15,395,410,0.0303
"Montenegro","Suecia","Hombres","35 a 64",0,50,50,0.0104
"Nepal","Suecia","Hombres","35 a 64",0,35,35,0.1143
"Nicaragua","Suecia","Hombres","35 a 64",0,35,35,0
"Nigeria","Suecia","Hombres","35 a 64",30,265,295,0.098
"Pakistán","Suecia","Hombres","35 a 64",25,130,155,0.154
"Palestina","Suecia","Hombres","35 a 64",0,5,5,0.6461
"Perú","Suecia","Hombres","35 a 64",0,25,25,0.1145
"Polonia","Suecia","Hombres","35 a 64",0,5,5,0
"Rep. Dem. Congo","Suecia","Hombres","35 a 64",25,90,115,0.1975
"Rumanía","Suecia","Hombres","35 a 64",0,10,10,0.0109
"Rusia","Suecia","Hombres","35 a 64",90,645,735,0.1694
"Senegal","Suecia","Hombres","35 a 64",5,30,35,0.1596
"Serbia","Suecia","Hombres","35 a 64",50,1580,1630,0.0227
"Sierra Leona","Suecia","Hombres","35 a 64",5,20,25,0.2529
"Siria","Suecia","Hombres","35 a 64",6760,570,7330,0.8716
"Somalia","Suecia","Hombres","35 a 64",1390,1060,2450,0.6747
"Sri Lanka","Suecia","Hombres","35 a 64",0,40,40,0.3107
"Sudán","Suecia","Hombres","35 a 64",45,85,130,0.4866
"Tajikistán","Suecia","Hombres","35 a 64",0,25,25,0.1083
"Togo","Suecia","Hombres","35 a 64",0,10,10,0.1753
"Túnez","Suecia","Hombres","35 a 64",0,65,65,0.0286
"Turquía","Suecia","Hombres","35 a 64",10,195,205,0.1556
"Ucrania","Suecia","Hombres","35 a 64",0,120,120,0.0727
"Uganda","Suecia","Hombres","35 a 64",30,15,45,0.4204
"Uzbekistán","Suecia","Hombres","35 a 64",35,415,450,0.156
"Venezuela","Suecia","Hombres","35 a 64",0,10,10,0.0899
"Vietnam","Suecia","Hombres","35 a 64",5,90,95,0.0605
"Yemen","Suecia","Hombres","35 a 64",60,80,140,0.3948
"Zimbabwe","Suecia","Hombres","35 a 64",0,10,10,0.3921
"Afganistán","Alemania","Mujeres","35 a 64",1080,705,1785,0.627
"Albania","Alemania","Mujeres","35 a 64",15,315,330,0.1281
"Algeria","Alemania","Mujeres","35 a 64",0,30,30,0.0746
"Angola","Alemania","Mujeres","35 a 64",10,20,30,0.2288
"Apátrida","Alemania","Mujeres","35 a 64",90,30,120,0.7959
"Armenia","Alemania","Mujeres","35 a 64",45,355,400,0.1136
"Azerbaijan","Alemania","Mujeres","35 a 64",65,310,375,0.2531
"Bangladesh","Alemania","Mujeres","35 a 64",0,5,5,0.1352
"Benin","Alemania","Mujeres","35 a 64",0,5,5,0.1584
"Bielorrusia","Alemania","Mujeres","35 a 64",0,20,20,0.2376
"Bosnia y Herzegovina","Alemania","Mujeres","35 a 64",20,1115,1135,0.0471
"Bulgaria","Alemania","Mujeres","35 a 64",0,20,20,0
"Burkina Faso","Alemania","Mujeres","35 a 64",0,5,5,0.2257
"Camboya","Alemania","Mujeres","35 a 64",0,5,5,0.3043
"Camerún","Alemania","Mujeres","35 a 64",20,100,120,0.3181
"China (incluye Hong Kong)","Alemania","Mujeres","35 a 64",50,210,260,0.3348
"Colombia","Alemania","Mujeres","35 a 64",0,20,20,0.2111
"Costa de Marfil","Alemania","Mujeres","35 a 64",0,10,10,0.3339
"Cuba","Alemania","Mujeres","35 a 64",0,5,5,0.7224
"Desconocido","Alemania","Mujeres","35 a 64",310,230,540,0.4354
"Egipto","Alemania","Mujeres","35 a 64",25,10,35,0.3179
"Eritrea","Alemania","Mujeres","35 a 64",315,40,355,0.861
"Eslovaquia","Alemania","Mujeres","35 a 64",0,5,5,0
"Etiopía","Alemania","Mujeres","35 a 64",35,135,170,0.4792
"Filipinas","Alemania","Mujeres","35 a 64",0,5,5,0
"Gambia","Alemania","Mujeres","35 a 64",0,20,20,0.226
"Georgia","Alemania","Mujeres","35 a 64",0,220,220,0.0518
"Ghana","Alemania","Mujeres","35 a 64",10,175,185,0.2275
"Guinea","Alemania","Mujeres","35 a 64",15,10,25,0.4073
"India","Alemania","Mujeres","35 a 64",0,60,60,0.0355
"Irán","Alemania","Mujeres","35 a 64",1235,770,2005,0.6504
"Iraq","Alemania","Mujeres","35 a 64",1555,695,2250,0.7277
"Israel","Alemania","Mujeres","35 a 64",0,5,5,0.0381
"Jordán","Alemania","Mujeres","35 a 64",5,0,5,0.2452
"Kazakhstan","Alemania","Mujeres","35 a 64",0,15,15,0.1395
"Kenya","Alemania","Mujeres","35 a 64",5,85,90,0.1798
"Kosovo","Alemania","Mujeres","35 a 64",55,1055,1110,0.0851
"Kyrgyzstan","Alemania","Mujeres","35 a 64",5,25,30,0.1555
"Letonia","Alemania","Mujeres","35 a 64",0,5,5,0
"Líbano","Alemania","Mujeres","35 a 64",10,105,115,0.1339
"Libia","Alemania","Mujeres","35 a 64",20,5,25,0.3952
"Macedonia","Alemania","Mujeres","35 a 64",5,2795,2800,0.0077
"Marruecos","Alemania","Mujeres","35 a 64",10,60,70,0.1015
"Mongolia","Alemania","Mujeres","35 a 64",0,40,40,0.0518
"Montenegro","Alemania","Mujeres","35 a 64",0,145,145,0.018
"Myanmar/Burma","Alemania","Mujeres","35 a 64",60,0,60,0.726
"Nigeria","Alemania","Mujeres","35 a 64",40,140,180,0.1594
"Pakistán","Alemania","Mujeres","35 a 64",150,220,370,0.241
"Rep. Dem. Congo","Alemania","Mujeres","35 a 64",30,80,110,0.3003
"Ruanda","Alemania","Mujeres","35 a 64",0,5,5,0.535
"Rumanía","Alemania","Mujeres","35 a 64",0,10,10,0.0188
"Rusia","Alemania","Mujeres","35 a 64",210,1505,1715,0.2624
"Serbia","Alemania","Mujeres","35 a 64",30,6210,6240,0.0389
"Sierra Leona","Alemania","Mujeres","35 a 64",0,5,5,0.3712
"Siria","Alemania","Mujeres","35 a 64",3085,365,3450,0.9221
"Somalia","Alemania","Mujeres","35 a 64",150,40,190,0.7835
"Sri Lanka","Alemania","Mujeres","35 a 64",120,110,230,0.4402
"Sudán","Alemania","Mujeres","35 a 64",0,10,10,0.6231
"Tajikistán","Alemania","Mujeres","35 a 64",5,15,20,0.1748
"Togo","Alemania","Mujeres","35 a 64",0,25,25,0.2705
"Túnez","Alemania","Mujeres","35 a 64",0,15,15,0.0489
"Turkmenistán","Alemania","Mujeres","35 a 64",0,5,5,0.3477
"Turquía","Alemania","Mujeres","35 a 64",80,415,495,0.2433
"Ucrania","Alemania","Mujeres","35 a 64",10,30,40,0.1203
"Uzbekistán","Alemania","Mujeres","35 a 64",0,5,5,0.2437
"Vietnam","Alemania","Mujeres","35 a 64",10,580,590,0.1009
"Afganistán","Austria","Mujeres","35 a 64",360,150,510,0.6738
"Albania","Austria","Mujeres","35 a 64",0,15,15,0.1529
"Algeria","Austria","Mujeres","35 a 64",0,5,5,0.0901
"Apátrida","Austria","Mujeres","35 a 64",15,25,40,0.8273
"Armenia","Austria","Mujeres","35 a 64",35,235,270,0.136
"Azerbaijan","Austria","Mujeres","35 a 64",10,65,75,0.294
"Bangladesh","Austria","Mujeres","35 a 64",0,5,5,0.1611
"Bielorrusia","Austria","Mujeres","35 a 64",0,25,25,0.2768
"Bosnia y Herzegovina","Austria","Mujeres","35 a 64",5,40,45,0.0572
"Bulgaria","Austria","Mujeres","35 a 64",0,5,5,0
"China (incluye Hong Kong)","Austria","Mujeres","35 a 64",20,300,320,0.3821
"Egipto","Austria","Mujeres","35 a 64",5,10,15,0.364
"Eritrea","Austria","Mujeres","35 a 64",0,5,5,0.8839
"Filipinas","Austria","Mujeres","35 a 64",0,5,5,0
"Georgia","Austria","Mujeres","35 a 64",15,170,185,0.0629
"Ghana","Austria","Mujeres","35 a 64",0,10,10,0.2657
"India","Austria","Mujeres","35 a 64",0,10,10,0.0433
"Irán","Austria","Mujeres","35 a 64",165,85,250,0.6957
"Iraq","Austria","Mujeres","35 a 64",165,30,195,0.7665
"Kazakhstan","Austria","Mujeres","35 a 64",0,25,25,0.1661
"Kosovo","Austria","Mujeres","35 a 64",30,170,200,0.1025
"Kyrgyzstan","Austria","Mujeres","35 a 64",5,35,40,0.1845
"Líbano","Austria","Mujeres","35 a 64",0,10,10,0.1596
"Macedonia","Austria","Mujeres","35 a 64",0,60,60,0.0094
"Marruecos","Austria","Mujeres","35 a 64",0,15,15,0.1218
"Moldavia","Austria","Mujeres","35 a 64",5,15,20,0.0564
"Mongolia","Austria","Mujeres","35 a 64",5,130,135,0.0628
"Montenegro","Austria","Mujeres","35 a 64",0,5,5,0.022
"Nigeria","Austria","Mujeres","35 a 64",0,35,35,0.1889
"Rep. Dem. Congo","Austria","Mujeres","35 a 64",10,15,25,0.3453
"Rusia","Austria","Mujeres","35 a 64",265,1415,1680,0.3042
"Serbia","Austria","Mujeres","35 a 64",10,185,195,0.0473
"Siria","Austria","Mujeres","35 a 64",125,30,155,0.9357
"Somalia","Austria","Mujeres","35 a 64",70,15,85,0.8163
"Tajikistán","Austria","Mujeres","35 a 64",10,5,15,0.2065
"Turquía","Austria","Mujeres","35 a 64",25,75,100,0.2831
"Ucrania","Austria","Mujeres","35 a 64",5,95,100,0.1438
"Uzbekistán","Austria","Mujeres","35 a 64",0,15,15,0.2836
"Afganistán","Bélgica","Mujeres","35 a 64",300,185,485,0.658
"Albania","Bélgica","Mujeres","35 a 64",70,310,380,0.1439
"Alemania","Bélgica","Mujeres","35 a 64",0,5,5,0
"Algeria","Bélgica","Mujeres","35 a 64",5,45,50,0.0844
"Angola","Bélgica","Mujeres","35 a 64",5,120,125,0.2534
"Armenia","Bélgica","Mujeres","35 a 64",20,730,750,0.1279
"Azerbaijan","Bélgica","Mujeres","35 a 64",5,75,80,0.2794
"Bangladesh","Bélgica","Mujeres","35 a 64",0,15,15,0.1517
"Benin","Bélgica","Mujeres","35 a 64",0,5,5,0.1772
"Bielorrusia","Bélgica","Mujeres","35 a 64",0,45,45,0.2628
"Bosnia y Herzegovina","Bélgica","Mujeres","35 a 64",10,110,120,0.0535
"Bulgaria","Bélgica","Mujeres","35 a 64",0,70,70,0
"Burkina Faso","Bélgica","Mujeres","35 a 64",0,20,20,0.2501
"Burundi","Bélgica","Mujeres","35 a 64",25,115,140,0.4925
"Camerún","Bélgica","Mujeres","35 a 64",35,225,260,0.348
"China (incluye Hong Kong)","Bélgica","Mujeres","35 a 64",135,55,190,0.3654
"Colombia","Bélgica","Mujeres","35 a 64",0,5,5,0.2344
"Congo","Bélgica","Mujeres","35 a 64",0,15,15,0.3392
"Corea del Norte","Bélgica","Mujeres","35 a 64",10,25,35,0.5527
"Costa de Marfil","Bélgica","Mujeres","35 a 64",15,45,60,0.3645
"Desconocido","Bélgica","Mujeres","35 a 64",50,55,105,0.4687
"Djibouti","Bélgica","Mujeres","35 a 64",30,35,65,0.5123
"Egipto","Bélgica","Mujeres","35 a 64",5,20,25,0.3477
"El Salvador","Bélgica","Mujeres","35 a 64",5,10,15,0.2066
